playerID,allCount,posCount,neuCount,negCount,allTime,posTime,neuTime,negTime,time,process,stopTime,stopCount,stopMeanTime,mean,var,standardMean,meanRate,standardVar,varRate,1-4-value,1-4-time,1-1-value,1-1-time,2-2-value,2-2-time,3-1-value,3-1-time,3-5-value,3-5-time,3-6-value,3-6-time,3-7-value,3-7-time,3-8-value,3-8-time,3-9-value,3-9-time,4-1-value,4-1-time,4-2-value,4-2-time,4-5-value,4-5-time,4-6-value,4-6-time,4-7-value,4-7-time,5-1-value,5-1-time,5-4-value,5-4-time,5-5-value,5-5-time,5-7-value,5-7-time,5-6-value,5-6-time,5-8-value,5-8-time,5-22-value,5-22-time,5-32-value,5-32-time,5-31-value,5-31-time,5-23-value,5-23-time,5-25-value,5-25-time,5-26-value,5-26-time,5-27-value,5-27-time,5-28-value,5-28-time,5-34-value,5-34-time,5-36-value,5-36-time,5-37-value,5-37-time,5-38-value,5-38-time,5-39-value,5-39-time,5-40-value,5-40-time,6-1-value,6-1-time,6-2-value,6-2-time,6-3-value,6-3-time,3-3-value,3-3-time,3-11-value,3-11-time,3-13-value,3-13-time,3-16-value,3-16-time,3-18-value,3-18-time,6-6-value,6-6-time,5-29-value,5-29-time,5-30-value,5-30-time,5-24-value,5-24-time,5-9-value,5-9-time,5-11-value,5-11-time,5-15-value,5-15-time,5-18-value,5-18-time,5-19-value,5-19-time,5-20-value,5-20-time,6-7-value,6-7-time,6-8-value,6-8-time,6-9-value,6-9-time,3-17-value,3-17-time,5-16-value,5-16-time,5-13-value,5-13-time
C18,49,0.16327,0.2449,0.59184,279.112,0.12078,0.25588,0.62334,19.4,0.970001876,4.05,3,1.35,6.238322051,34.86321967,11.01657045,0.56627,43.65201553,0.79866,-1,6.015,-1,4.984,-1,4.87,-1,10.404,-1,3.286,1,3.595,-1,8.791,,,,,1,5.05,1,2.965,-1,6.018,0,8.307,1,7.161,1,4.353,-1,5.175,,,,,,,-1,5.497,-1,4.645,,,-1,4.164,-1,3.485,-1,3.712,0,4.053,-1,14.712,-1,9.439,0,6.253,-1,3.721,0,3.517,0,7.464,-1,5.234,0,3.709,-1,3.779,-1,3.512,0,5.548,,,1,5.648,-1,4.8,-1,4.682,-1,3.667,-1,4.62,0,2.969,-1,3.599,,,,,,,,,,,,,,,-1,3.489,0,6.996,0,7.573,,,,,,
C20,42,0.40476,0.2381,0.35714,239.5,0.38486,0.25894,0.3562,19.65,0.765001118,7.25,4,1.8125,11.60497222,259.5093921,8.958978763,1.29535,129.1280939,2.00971,-1,7.887,1,5.799,-1,5.695,1,8.336,,,1,4.081,1,4.716,1,5.052,1,4.952,1,4.75,1,5.519,-1,5.551,-1,4.37,-1,6.341,-1,4.665,0,5.32,-1,7.817,1,3.11,-1,4.186,-1,4.442,0,4.62,0,6.141,0,4.199,-1,3.976,0,2.617,1,3.778,-1,6.552,-1,5.498,0,6.862,0,5.52,0,8.285,0,11.701,1,11.113,1,5.232,1,6.288,-1,4.691,1,5.806,-1,4.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C21,41,0.36585,0.29268,0.34146,229.507,0.32683,0.3175,0.35567,25.9,0.950001836,10.45,5,2.09,7.690313178,108.3499108,6.210190909,1.23834,67.5669719,1.60359,-1,5.603,1,6.378,-1,5.595,-1,8.511,1,3.169,1,4.94,1,6.816,1,5.78,1,5.179,1,5.23,1,4.38,-1,6.584,-1,4.762,-1,4.243,-1,5.121,0,5.751,1,3.165,,,-1,4.499,-1,8.662,0,4.808,-1,3.399,0,5.175,-1,7.702,0,3.448,0,4.431,1,5.493,,,0,8.812,0,4.941,0,9.914,0,10.619,0,5.288,0,4.125,-1,4.178,-1,5.067,1,7.075,,,,,,,,,,,1,4.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C22,38,0.47368,0.26316,0.26316,214.564,0.44531,0.29864,0.25605,18.35,1,4.65,1,4.65,15.47364618,168.3223019,8.228100586,1.88059,43.65138512,3.85606,-1,5.27,1,4.397,-1,5.121,1,6.609,,,-1,3.895,1,4.51,1,4.075,1,4.325,1,5.322,1,3.223,-1,5.899,-1,4.921,-1,4.383,1,3.448,1,5.72,-1,4.107,1,3.855,-1,6.069,0,5.28,,,,,,,,,,,,,0,6.14,0,6.13,0,10.86,1,5.054,0,7.541,1,7.964,0,6.931,1,7.874,1,8.664,-1,4.035,-1,11.24,1,4.365,,,,,,,,,,,,,,,,,0,5.331,,,,,0,3.877,0,6.564,,,,,,,,,,,,,,
C24,35,0.6,0.17143,0.22857,308.407,0.62036,0.18443,0.19522,12.65,0.680000782,0,0,0,10.07828083,111.4735409,8.588893725,1.17341,137.9510338,0.80807,1,11.681,-1,4.187,1,7.074,1,21.473,,,1,4.79,1,3.065,1,3.936,1,5.775,1,3.18,1,7.901,-1,5.725,-1,4.184,-1,4.265,1,5.388,0,4.498,1,6.719,,,1,10.273,,,,,,,,,,,,,,,,,,,0,13.272,0,18.635,0,7.702,1,17.038,0,4.144,1,8.334,-1,11.927,-1,1.728,1,13.571,1,3.409,,,,,,,,,1,12.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C26,43,0.27907,0.23256,0.48837,226.315,0.28058,0.25937,0.46005,22,0.57000035,11.9,3,3.96667,5.467635702,113.9954195,6.414225652,0.85242,101.0546114,1.12806,-1,6.684,1,3.842,-1,5.62,-1,7.613,-1,2.738,-1,3.616,1,6.133,-1,4.561,,,1,4.499,1,3.604,-1,5.262,-1,5.403,-1,5.461,1,7.897,-1,3.455,,,,,,,-1,5.408,0,6.237,0,5.691,-1,4.554,-1,3.576,-1,2.753,0,3.788,0,5.585,-1,5.374,0,7.474,1,3.643,0,10.007,0,6.031,0,2.798,1,4.764,1,4.355,-1,4.055,0,6.602,,,1,5.252,-1,5.397,-1,6.714,-1,4.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C27,43,0.48837,0.18605,0.32558,290.846,0.49541,0.15914,0.34545,21.15,0.5600003,13.05,5,2.61,7.828914695,126.5819247,12.02480844,0.65106,112.2501871,1.12768,1,7.73,1,5.801,1,6.238,1,7.454,,,1,8.7,1,4.492,1,7.152,1,6.477,1,6.79,1,5.888,-1,5.566,-1,5.556,-1,7.414,-1,15.305,0,4.288,-1,4.587,1,2.607,-1,5.344,-1,11.039,-1,7.497,,,0,8.707,-1,3.687,0,5.031,1,10.84,0,6.752,-1,4.942,-1,6.775,-1,9.502,1,11.306,1,8.468,0,4.032,0,4.117,1,3.976,-1,5.873,1,6.796,1,6.618,,,,,,,,,,,0,5.529,-1,7.386,,,,,,,,,,,,,,,,,,,,,,,,,,
C28,44,0.40909,0.34091,0.25,355.147,0.38802,0.36885,0.24312,40.3,0.680000782,26.1,4,6.525,4.559405006,117.7142167,6.806738583,0.66984,51.14331414,2.30165,1,14.193,1,6.331,-1,6.323,1,2.97,,,-1,9.775,1,7.236,-1,10.715,,,1,4.325,1,6.161,-1,7.385,0,12.849,1,6.554,1,8.284,0,7.408,-1,3.157,1,3.465,-1,5.063,0,10.729,,,,,,,,,,,,,-1,6.242,0,4.598,-1,13.581,0,7.365,0,16.549,0,6.664,0,5.11,0,8.864,1,4.042,1,9.705,0,6.081,-1,6.395,-1,13.941,1,7.473,1,8.4,-1,3.768,,,,,,,,,0,8.417,,,,,0,4.114,0,12.87,,,,,,,,,1,16.997,,,,
C30,42,0.38095,0.28571,0.33333,262.369,0.40604,0.29108,0.30288,25.5,0.645000637,14.3,3,4.76667,8.996442643,131.3365815,7.275912198,1.23647,132.4069035,0.99192,1,8.108,1,5.09,1,7.239,1,4.319,,,-1,4.425,-1,5.237,,,,,1,4.285,1,2.898,-1,5.16,-1,4.133,1,8.5,1,4.353,-1,4.397,,,,,,,0,6.686,,,,,,,,,,,,,0,7.13,0,6.441,-1,10.196,0,7.107,0,6.997,1,7.752,0,3.405,0,7.685,1,4.53,-1,4.002,0,7.052,-1,9.338,1,8.758,-1,6.26,-1,4.946,-1,5.092,,,,,,,,,0,9.274,,,,,0,4.165,-1,5.194,-1,5.345,,,,,,,,,,,,
C32,48,0.3125,0.27083,0.41667,316.775,0.27971,0.293,0.42729,18.95,1,7.6,2,3.8,14.07302212,248.8362087,16.39628092,0.85831,237.345356,1.04841,1,12.727,-1,4.373,1,8.264,1,4.096,,,-1,6.607,-1,4.775,,,,,1,4.529,1,4.595,-1,8.398,-1,6.37,1,7.911,1,6.675,0,10.584,-1,5.675,-1,5.964,-1,10.95,-1,8.751,0,5.876,-1,7.94,-1,5.718,-1,3.855,0,4.92,0,4.531,0,7.497,0,7.618,-1,12.539,0,4.331,0,9.064,0,10.263,1,7.007,0,9.355,-1,7.243,-1,5.509,0,7.103,1,3.563,-1,8.75,1,4.688,-1,7.95,-1,4.488,1,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C34,44,0.40909,0.15909,0.43182,220.045,0.42656,0.13859,0.43485,19.15,1,7.4,2,3.7,18.16927703,229.5162021,5.856319062,3.10251,111.8232905,2.05249,1,6.441,1,4.228,-1,5.228,1,6.046,,,-1,4.148,-1,4.294,,,,,1,4.924,1,3.43,-1,5.391,-1,5.245,1,6.042,1,5.506,-1,5.619,,,,,,,-1,4.709,0,5.565,0,3.608,-1,6.242,-1,3.809,0,2.798,0,3.977,1,4.598,,,-1,5.875,0,5.752,1,7.044,1,6.241,0,3.397,1,5.232,-1,6.488,-1,4.866,1,5.743,1,7.532,1,5.304,-1,5.19,-1,5.109,-1,3.32,-1,3.491,,,,,,,,,,,,,,,,,,,-1,3.992,1,5.352,-1,6.796,,,,,,
C35,39,0.51282,0.25641,0.23077,212.742,0.47675,0.28914,0.23411,37.7,0.725000978,23.55,2,11.775,2.73590005,31.68957863,6.115347055,0.44738,25.78439695,1.22902,1,5.156,1,3.931,-1,8.154,1,6.18,,,1,5.472,1,5.994,1,4.85,1,4.917,1,6.68,1,4.713,1,8.313,,,,,1,3.837,1,6.976,-1,3.331,1,3.665,-1,6.875,-1,5.13,0,5.51,-1,3.465,-1,4.564,-1,3.828,0,2.848,1,6.086,0,6.308,0,6.236,-1,6.146,0,3.921,0,5.988,0,7.677,0,3.666,0,7.908,1,5.131,1,3.71,1,5.508,1,4.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C36,31,0.70968,0.19355,0.09677,154.493,0.67399,0.20321,0.12281,24.35,0.950001836,9.05,4,2.2625,7.194592131,101.8062893,14.95521763,0.48108,105.2500744,0.96728,1,3.354,1,5.917,-1,5.085,1,3.86,,,1,4.663,1,3.933,1,4.668,1,4.92,1,4.06,1,8.542,-1,5.959,-1,7.929,1,4.184,1,3.306,1,4.132,1,3.443,,,1,6.54,,,,,,,,,,,,,,,,,,,0,5.588,0,3.62,0,5.754,0,5.726,0,5.176,1,5.817,1,3.841,1,3.082,1,6.522,1,4.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C38,38,0.42105,0.23684,0.34211,198.244,0.41608,0.23305,0.35087,14.4,0.605000496,3,1,3,9.801033422,125.5088317,5.513532923,1.77763,50.74924497,2.47312,-1,5.31,1,4.485,-1,5.71,-1,3.985,-1,2.665,1,5.007,1,4.191,1,4.541,1,4.825,1,3.971,1,3.16,-1,4.989,-1,3.96,-1,5.819,1,4.076,0,4.099,-1,4.442,-1,3.855,-1,9.884,0,6.63,,,,,,,,,,,,,,,,,0,11.15,0,3.765,0,3.709,0,3.153,0,3.954,0,4.399,1,5.465,-1,5.948,1,7.564,,,,,,,,,,,,,,,,,,,1,9.308,1,3.564,,,,,,,,,,,,,,,,,,,,
C39,44,0.52273,0.20455,0.27273,354.833,0.45458,0.24005,0.30537,14.6,0.700000882,4.25,1,4.25,17.02106273,239.6953119,13.73195103,1.23952,85.00472907,2.81979,-1,8.509,1,10.285,-1,12.681,1,6.272,,,-1,12.814,-1,10.194,,,,,1,4.97,1,5.209,-1,19.364,0,10.749,1,8.241,1,5.453,1,4.312,1,4.756,,,-1,6.229,0,8.874,,,,,,,,,,,,,0,4.576,1,9.044,0,9.335,0,7.962,0,17.355,0,9.456,0,8.219,1,6.732,-1,6.222,1,10.906,1,10.651,1,3.696,1,6.835,1,6.364,-1,7.231,-1,4.545,1,5.264,,,,,,,1,7.064,,,-1,5.15,-1,5.5,,,,,,,,,,,,,,,,
C40,49,0.26531,0.30612,0.42857,291.726,0.29441,0.32608,0.37951,13.8,0.5600003,6.45,3,2.15,9.510631214,127.258888,8.760751578,1.0856,38.61974452,3.29518,-1,5.329,-1,4.332,-1,5.306,-1,4.385,-1,4.542,1,6.061,-1,5.233,,,,,1,15.061,-1,3.434,1,7.254,,,,,1,3.588,0,6.497,-1,7.22,1,5.372,-1,4.344,0,6.52,,,,,,,,,,,,,0,5.531,0,7.207,0,6.364,0,3.864,0,8.885,0,6.431,0,4.342,0,7.818,-1,7.441,-1,5.062,0,8.168,,,1,7.122,-1,6.185,-1,6.492,-1,4.412,-1,5.353,,,,,,,1,7.086,,,-1,3.765,-1,8.34,,,,,-1,3.845,0,6.462,1,8.885,,,,,,
C41,42,0.40476,0.2381,0.35714,253.565,0.34298,0.3242,0.33283,27.35,0.825001359,12.35,5,2.47,8.047428405,134.4664533,4.911012811,1.63865,47.74873445,2.81613,-1,5.022,-1,7.485,1,9.921,-1,2.996,-1,2.856,-1,7.72,1,4.999,1,4.097,1,4.638,1,4.277,1,2.853,-1,5.769,-1,4.212,1,6.669,1,4.122,-1,5.771,,,,,,,0,5.968,,,,,,,,,,,,,,,,,0,9.8,0,7.758,0,12.85,0,11.564,0,3.821,0,8.007,-1,4.157,-1,3.932,0,9.479,,,,,,,,,,,-1,3.599,,,,,,,1,6.569,1,5.286,,,,,,,,,-1,3.754,1,5.818,0,5.952,,,,,,
C47,45,0.33333,0.28889,0.37778,240.198,0.29403,0.29535,0.41062,16,0.690000832,5.45,3,1.81667,12.41571115,230.696733,16.89638884,0.73481,177.8576678,1.29709,-1,5.951,1,5.33,-1,6.373,-1,6.521,1,2.903,-1,3.869,1,5.065,1,5.11,1,5.027,1,4.102,1,2.988,-1,7.285,-1,5.024,1,8.456,1,3.877,0,4.785,-1,16.625,-1,4.564,-1,4.671,-1,6.703,0,5.087,0,3.297,0,5.253,1,3.676,,,,,0,3.3,-1,5.83,0,6.33,0,3.764,0,10.606,0,5.398,-1,5.16,0,4.517,-1,3.531,1,3.308,0,9.521,,,,,,,,,,,-1,3.109,,,,,-1,3.019,,,,,,,,,,,,,-1,3.667,-1,6.728,0,4.33,,,,,,
C48,43,0.39535,0.27907,0.32558,301.46,0.35071,0.3129,0.33639,17.5,0.900001645,4.4,2,2.2,10.86394086,151.774239,12.05212402,0.90141,98.87274013,1.53505,-1,9.188,1,7.189,1,9.957,1,4.44,,,-1,6.153,-1,3.958,,,,,1,8.182,1,4.71,-1,4.587,-1,9,-1,4.932,1,6.681,0,5.94,-1,7.831,-1,4.931,-1,8.13,0,14.305,,,,,,,,,,,,,0,4.143,0,10.039,0,6.229,0,9.228,0,7.497,0,13.192,0,8.563,1,7.686,1,4.461,1,3.798,1,10.061,-1,9.215,1,4.507,1,5.102,-1,11.239,-1,3.415,,,,,,,,,0,5.931,,,,,-1,14.25,,,,,,,,,,,,,,,,
